Y1,Y2,Y3,Y4,Y5
100,10000,10000,10000,10000
#ff4,#f40,#4af,#080,yellow
0,2,0,0,0
,A,,,
{},{},{},{},"{""0"": ""disable"", ""1"": ""enable"", ""2"": ""rsvd""}"
0.0,21.2446160502385,50,-30,2
0.6279051952931337,19.704947764924206,50,20,1
1.2533323356430426,18.681962404816137,50,20,2
1.8738131458572462,21.375611172838976,50,20,1
2.486898871648548,17.86249262358169,50,20,1
3.090169943749474,19.92790964179985,50,20,1
3.6812455268467796,21.150438899108927,50,20,2
4.257792915650727,21.47450187843416,50,20,1
4.817536741017153,19.736563973889446,50,20,1
5.358267949789966,18.209823922765636,50,20,1
5.877852522924732,22.137685568347695,50,20,2
6.3742398974868975,20.517721963541415,50,20,2
6.845471059286887,20.300246895447877,50,20,2
7.289686274214116,20.146687438849746,50,20,2
7.705132427757892,22.18800626326167,50,20,2
8.090169943749475,22.355679978773615,50,20,2
8.443279255020151,20.54149760399196,50,20,1
8.763066800438637,19.405196107149656,50,20,2
9.048270524660197,20.442679440063465,50,20,1
9.297764858882514,18.12474446447268,50,20,2
9.510565162951535,20.74178599336649,50,-30,1
9.68583161128631,20.493795157985662,50,20,2
9.822872507286887,21.427239282902562,50,20,2
9.921147013144779,21.317303884894528,50,20,2
9.980267284282716,18.140298090167274,50,20,1
10.0,19.919183923330614,50,20,2
9.980267284282716,21.190393757419393,50,20,1
9.921147013144777,20.92693682565651,50,20,2
9.822872507286887,22.175475292774674,50,20,2
9.68583161128631,19.35464604247192,50,20,2
9.510565162951535,18.93596267472543,50,20,2
9.297764858882513,19.17346918913749,50,20,1
9.048270524660195,20.282051777596962,50,20,1
8.763066800438635,21.955848712692628,50,20,2
8.44327925502015,17.542822606271955,50,20,1
8.090169943749475,17.607558498129002,50,20,2
7.705132427757892,21.819869984997965,50,20,1
7.289686274214116,21.817824625166406,50,20,1
6.845471059286885,20.662732902034772,50,20,2
6.374239897486895,19.93892669147029,50,20,1
5.877852522924733,19.878969215122453,50,-30,1
5.358267949789966,22.241194579728635,50,20,1
4.817536741017152,20.32329176457247,50,20,2
4.257792915650725,19.849337593795568,50,20,2
3.681245526846777,19.80055331620062,50,20,2
3.090169943749471,22.3843898075793,50,20,2
2.486898871648548,17.82540493310043,50,20,2
1.8738131458572456,20.711868097475044,50,20,2
1.2533323356430408,20.29442775401015,50,20,2
0.6279051952931314,17.51854303411695,50,20,1
-3.216245299353273e-15,22.11171754792566,50,20,2
-0.6279051952931334,19.938503554871147,50,20,1
-1.253332335643043,19.491111492036325,50,20,1
-1.8738131458572478,19.541463289352215,50,20,2
-2.4868988716485503,20.111352784567732,50,20,2
-3.090169943749477,18.0057917863808,50,20,2
-3.6812455268467836,18.347194797285113,50,20,2
-4.257792915650727,18.479010438484114,50,20,1
-4.817536741017154,17.852643805822648,50,20,1
-5.358267949789967,20.569388368641256,50,20,2
-5.877852522924734,20.086210999572746,50,-30,1
-6.3742398974869,21.771225461544127,50,20,1
-6.845471059286887,18.62236574207504,50,20,1
-7.289686274214116,20.621018354888346,50,20,1
-7.705132427757894,21.91522023374682,50,20,2
-8.090169943749473,20.15995660795875,50,20,1
-8.443279255020153,17.616351095112265,50,20,1
-8.763066800438637,20.12270085532675,50,20,2
-9.048270524660198,22.259632260145448,50,20,2
-9.297764858882514,18.10875599333466,50,20,1
-9.510565162951535,20.43893125260219,50,20,2
-9.685831611286313,21.292944771504263,50,20,1
-9.822872507286887,19.103923562331605,50,20,1
-9.921147013144779,21.85573289965643,50,20,2
-9.980267284282716,18.623557609056192,50,20,1
-10.0,17.635724593590012,50,20,1
-9.980267284282716,21.163365758755297,50,20,2
-9.921147013144779,21.51490380869957,50,20,2
-9.822872507286887,17.57122263961846,50,20,2
-9.68583161128631,20.163450069165243,50,20,2
-9.510565162951536,19.493655514700915,50,-30,1
-9.297764858882513,20.73895848956127,50,20,2
