Y1,Y2,Y3,Y4,Y5
100,10000,10000,10000,10000
#ff4,#f40,#4af,#080,yellow
0,2,0,0,0
,A,,,
{},{},{},{},"{""0"": ""disable"", ""1"": ""enable"", ""2"": ""rsvd""}"
0.0,17.623917347143557,50,-30,2
0.6279051952931337,18.83995404109808,50,20,1
1.2533323356430426,19.842055069657295,50,20,1
1.8738131458572462,21.74516402512259,50,20,2
2.486898871648548,19.707473687283386,50,20,1
3.090169943749474,17.5492839062411,50,20,2
3.6812455268467796,17.87439206997699,50,20,2
4.257792915650727,19.443705314674325,50,20,1
4.817536741017153,17.515720599545478,50,20,2
5.358267949789966,21.194993966803285,50,20,2
5.877852522924732,18.109641530453597,50,20,2
6.3742398974868975,18.604566424330176,50,20,2
6.845471059286887,19.599196368785936,50,20,2
7.289686274214116,19.855461996104783,50,20,2
7.705132427757892,19.837817455998035,50,20,2
8.090169943749475,22.32759688350305,50,20,2
8.443279255020151,22.056980661399013,50,20,1
8.763066800438637,21.70616004311347,50,20,1
9.048270524660197,18.761062671946576,50,20,1
9.297764858882514,21.19862704004968,50,20,2
9.510565162951535,19.76903106359199,50,-30,2
9.68583161128631,18.245235072613493,50,20,1
9.822872507286887,18.551387130088504,50,20,2
9.921147013144779,20.182379107332103,50,20,2
9.980267284282716,18.3016758567163,50,20,1
10.0,22.211766943479407,50,20,1
9.980267284282716,19.10073164355014,50,20,1
9.921147013144777,19.032478156458243,50,20,1
9.822872507286887,19.19915137893701,50,20,1
9.68583161128631,19.31290972096143,50,20,1
9.510565162951535,21.801648568515805,50,20,1
9.297764858882513,19.552314476460534,50,20,2
9.048270524660195,20.170988242782652,50,20,2
8.763066800438635,22.338505974669786,50,20,1
8.44327925502015,21.409617838538516,50,20,1
8.090169943749475,21.95768399003864,50,20,1
7.705132427757892,22.158760943549893,50,20,1
7.289686274214116,18.47167746216701,50,20,1
6.845471059286885,17.611827313637427,50,20,2
6.374239897486895,19.375492184032034,50,20,2
5.877852522924733,21.233620300884294,50,-30,2
5.358267949789966,17.563490197139703,50,20,2
4.817536741017152,22.47713733260059,50,20,2
4.257792915650725,18.304927309248015,50,20,1
3.681245526846777,20.512184067727475,50,20,2
3.090169943749471,19.41556939690099,50,20,1
2.486898871648548,20.19174345858374,50,20,1
1.8738131458572456,19.12692162425383,50,20,1
1.2533323356430408,22.092225983491247,50,20,2
0.6279051952931314,19.171864893016085,50,20,2
-3.216245299353273e-15,19.35759158183042,50,20,1
-0.6279051952931334,21.946643530307487,50,20,2
-1.253332335643043,18.794004921096597,50,20,1
-1.8738131458572478,18.51563983617947,50,20,2
-2.4868988716485503,21.839255524922933,50,20,2
-3.090169943749477,21.113301864679293,50,20,2
-3.6812455268467836,18.381931029836068,50,20,1
-4.257792915650727,20.02010757533523,50,20,2
-4.817536741017154,18.475718942986504,50,20,2
-5.358267949789967,21.977085018866646,50,20,2
-5.877852522924734,22.493445082813977,50,-30,2
-6.3742398974869,22.112546615349128,50,20,1
-6.845471059286887,22.282571608030555,50,20,2
-7.289686274214116,18.463855733718482,50,20,1
-7.705132427757894,17.50625924497566,50,20,2
-8.090169943749473,20.82246809657938,50,20,1
-8.443279255020153,18.534058431441103,50,20,1
-8.763066800438637,17.665522007671516,50,20,1
-9.048270524660198,17.781133851465952,50,20,2
-9.297764858882514,19.496763785939734,50,20,2
-9.510565162951535,17.929126310342507,50,20,2
-9.685831611286313,21.77985484675862,50,20,1
-9.822872507286887,17.588784485318723,50,20,1
-9.921147013144779,21.196041688056024,50,20,2
-9.980267284282716,19.837613921843005,50,20,1
-10.0,22.218712059683256,50,20,1
-9.980267284282716,20.364988437211927,50,20,2
-9.921147013144779,19.14639980202535,50,20,2
-9.822872507286887,18.426264400200346,50,20,2
-9.68583161128631,19.699503108912804,50,20,1
-9.510565162951536,21.16658122891786,50,-30,1
-9.297764858882513,20.458198689786645,50,20,2
