Y1,Y2,Y3,Y4,Y5
100,10000,10000,10000,10000
#ff4,#f40,#4af,#080,yellow
0,2,0,0,0
,A,,,
{},{},{},{},"{""0"": ""disable"", ""1"": ""enable"", ""2"": ""rsvd""}"
0.0,21.831144423530574,50,-30,1
0.6279051952931337,19.347452804610167,50,20,2
1.2533323356430426,20.062925983024535,50,20,2
1.8738131458572462,18.026843826432415,50,20,2
2.486898871648548,18.485849762640445,50,20,1
3.090169943749474,18.783778047044166,50,20,2
3.6812455268467796,17.517945485780505,50,20,1
4.257792915650727,18.146931888069712,50,20,1
4.817536741017153,20.723111668630768,50,20,2
5.358267949789966,20.406217441132465,50,20,1
5.877852522924732,17.620023068586626,50,20,1
6.3742398974868975,20.380839859748303,50,20,1
6.845471059286887,20.7736232497902,50,20,1
7.289686274214116,19.27244295597033,50,20,1
7.705132427757892,17.824906286238097,50,20,1
8.090169943749475,18.52362141382429,50,20,2
8.443279255020151,18.61383504735903,50,20,2
8.763066800438637,22.01655901501993,50,20,2
9.048270524660197,20.860457707212127,50,20,1
9.297764858882514,18.793335204369964,50,20,2
9.510565162951535,20.274326200895096,50,-30,2
9.68583161128631,18.553286892566465,50,20,1
9.822872507286887,18.330976466686668,50,20,1
9.921147013144779,19.111506091448636,50,20,2
9.980267284282716,21.939507566004632,50,20,1
10.0,21.395916423039466,50,20,2
9.980267284282716,21.98341943271904,50,20,1
9.921147013144777,18.239753029454562,50,20,2
9.822872507286887,17.665168184911824,50,20,1
9.68583161128631,17.913160106328192,50,20,1
9.510565162951535,21.493606379260658,50,20,2
9.297764858882513,22.35760084218479,50,20,2
9.048270524660195,20.34244535460614,50,20,2
8.763066800438635,21.86695123618366,50,20,1
8.44327925502015,20.3161024960798,50,20,1
8.090169943749475,21.2596932295233,50,20,2
7.705132427757892,21.932886253836298,50,20,1
7.289686274214116,19.181682455486808,50,20,1
6.845471059286885,21.029304798476083,50,20,1
6.374239897486895,21.8502310063548,50,20,1
5.877852522924733,18.790485746223833,50,-30,2
5.358267949789966,19.550808637307963,50,20,2
4.817536741017152,20.831292421706603,50,20,1
4.257792915650725,20.039667646889853,50,20,1
3.681245526846777,19.214370014614598,50,20,2
3.090169943749471,18.95764624810819,50,20,2
2.486898871648548,21.773267798607204,50,20,1
1.8738131458572456,20.15359543368263,50,20,2
1.2533323356430408,19.384963796854272,50,20,1
0.6279051952931314,20.03115388261695,50,20,2
-3.216245299353273e-15,20.606276570143915,50,20,2
-0.6279051952931334,19.37867048297836,50,20,2
-1.253332335643043,18.815978913129438,50,20,2
-1.8738131458572478,22.320801324462728,50,20,2
-2.4868988716485503,18.215330585697785,50,20,1
-3.090169943749477,21.724797407520363,50,20,2
-3.6812455268467836,19.513995482674726,50,20,2
-4.257792915650727,21.73224672877111,50,20,1
-4.817536741017154,21.755656792099792,50,20,2
-5.358267949789967,19.272532116949453,50,20,2
-5.877852522924734,18.80833813614923,50,-30,1
-6.3742398974869,18.902366611365277,50,20,2
-6.845471059286887,22.09210706641552,50,20,2
-7.289686274214116,21.328919891919632,50,20,1
-7.705132427757894,19.2709211374747,50,20,1
-8.090169943749473,22.097766767281218,50,20,2
-8.443279255020153,18.79743027900021,50,20,1
-8.763066800438637,20.092485549314762,50,20,1
-9.048270524660198,21.483446289122448,50,20,2
-9.297764858882514,22.05936546179538,50,20,1
-9.510565162951535,20.580565037140524,50,20,2
-9.685831611286313,17.926725117151612,50,20,2
-9.822872507286887,22.218229645259054,50,20,1
-9.921147013144779,21.61787666206725,50,20,1
-9.980267284282716,20.17185666534683,50,20,2
-10.0,19.03343132354753,50,20,1
-9.980267284282716,17.929417066312805,50,20,2
-9.921147013144779,21.33365966993207,50,20,1
-9.822872507286887,21.07362831355651,50,20,2
-9.68583161128631,18.20417738697641,50,20,1
-9.510565162951536,20.99534155925116,50,-30,2
-9.297764858882513,19.95445970507244,50,20,2
