Y1,Y2,Y3,Y4,Y5
20000,20000,20000,20000,20000
#ff4,#f40,#4af,#080,purple
0,2,0,0,0
,A,,,
{},{},{},{},"{""0"": ""disable"", ""1"": ""enable"", ""2"": ""rsvd""}"
0.0,18.75662978129676,50,-30,1817
0.6279051952931337,22.207045466267843,50,20,685
1.2533323356430426,22.45836024607573,50,20,1184
1.8738131458572462,19.88777892797343,50,20,1748
2.486898871648548,20.41012493536595,50,20,347
3.090169943749474,17.916253188049804,50,20,1984
3.6812455268467796,21.286618159712788,50,20,1745
4.257792915650727,18.237299146086052,50,20,1754
4.817536741017153,21.041013575257974,50,20,1533
5.358267949789966,21.756789020808778,50,20,430
5.877852522924732,18.84162274500148,50,20,415
6.3742398974868975,21.14581697668944,50,20,1616
6.845471059286887,18.811162916888946,50,20,1686
7.289686274214116,19.978341122154983,50,20,1979
7.705132427757892,21.299542915150464,50,20,1207
8.090169943749475,21.605259334553526,50,20,472
8.443279255020151,18.115124098411442,50,20,1599
8.763066800438637,20.98310197692016,50,20,189
9.048270524660197,19.431814064335935,50,20,895
9.297764858882514,19.334765374076966,50,20,-51
9.510565162951535,19.350287155135018,50,-30,773
9.68583161128631,22.384689548736198,50,20,405
9.822872507286887,21.438203610505795,50,20,845
9.921147013144779,19.638381133341554,50,20,510
9.980267284282716,20.815962080064537,50,20,424
10.0,22.385130978687492,50,20,1690
9.980267284282716,19.583339648971474,50,20,1761
9.921147013144777,17.55580297611968,50,20,1025
9.822872507286887,18.431268325872267,50,20,431
9.68583161128631,20.767184148712587,50,20,590
9.510565162951535,19.363221972124894,50,20,294
9.297764858882514,20.138306601173404,50,20,1331
9.048270524660195,19.680775914395895,50,20,608
8.763066800438635,19.607156961046503,50,20,1308
8.44327925502015,18.981716117714413,50,20,66
8.090169943749475,17.912551841992062,50,20,856
7.705132427757892,19.87636428476818,50,20,823
7.289686274214114,19.811973056094143,50,20,1356
6.845471059286885,20.7610927276169,50,20,1182
6.374239897486895,21.489142038066472,50,20,735
5.877852522924733,22.07709940646987,50,-30,-21
5.358267949789966,22.358627958428222,50,20,1228
4.817536741017152,20.18953871068287,50,20,1797
4.257792915650725,18.102448205936614,50,20,1562
3.6812455268467774,19.184124682074522,50,20,473
3.090169943749471,18.699613077124038,50,20,-78
2.486898871648548,19.82801161067255,50,20,368
1.8738131458572458,20.015208201753335,50,20,1728
1.2533323356430408,19.664003265577254,50,20,211
0.6279051952931314,18.49012903816596,50,20,1751
-3.216245299353273e-15,18.035203717022593,50,20,301
-0.6279051952931335,17.69472693849477,50,20,1980
-1.2533323356430428,18.933305565059314,50,20,1108
-1.8738131458572478,18.965458693306175,50,20,-90
-2.4868988716485503,22.032115971391004,50,20,1895
-3.090169943749477,21.476057083173718,50,20,399
-3.681245526846783,19.83079352807262,50,20,903
-4.257792915650727,19.2258005904105,50,20,-9
-4.817536741017154,18.383265174538558,50,20,210
-5.358267949789967,22.081487105292716,50,20,300
-5.877852522924734,21.65400722363257,50,-30,22
-6.3742398974869,20.813619594586342,50,20,1899
-6.845471059286887,19.097231847229953,50,20,1543
-7.289686274214116,20.94357465040085,50,20,16
-7.705132427757894,19.82643119507392,50,20,1696
-8.090169943749473,21.127448703243257,50,20,58
-8.443279255020153,17.71915632913198,50,20,1664
-8.763066800438637,20.802949229263668,50,20,545
-9.048270524660198,22.142934052411412,50,20,1592
