Y1,Y2,Y3,Y4,Y5
100,10000,10000,10000,10000
#ff4,#f40,#4af,#080,yellow
0,2,0,0,0
,A,,,
{},{},{},{},"{""0"": ""disable"", ""1"": ""enable"", ""2"": ""rsvd""}"
0.0,20.641920087812814,50,-30,2
0.6279051952931337,20.695642960858134,50,20,1
1.2533323356430426,19.14014927571878,50,20,2
1.8738131458572462,22.091036142669036,50,20,2
2.486898871648548,19.53203551456007,50,20,2
3.090169943749474,20.835176206122895,50,20,2
3.6812455268467796,18.642768589555146,50,20,1
4.257792915650727,18.559494903079553,50,20,2
4.817536741017153,17.974392976732258,50,20,2
5.358267949789966,21.86408521558774,50,20,2
5.877852522924732,20.143429078464937,50,20,1
6.3742398974868975,20.564164503548746,50,20,2
6.845471059286887,20.738972334474653,50,20,1
7.289686274214116,19.173668643331396,50,20,2
7.705132427757892,20.74238892118177,50,20,1
8.090169943749475,19.80474768942526,50,20,1
8.443279255020151,18.130697039665847,50,20,1
8.763066800438637,18.099200637693166,50,20,2
9.048270524660197,19.92600046336831,50,20,2
9.297764858882514,18.142352483986624,50,20,2
9.510565162951535,18.369078495365564,50,-30,1
9.68583161128631,20.13814783394155,50,20,2
9.822872507286887,19.17512331364728,50,20,2
9.921147013144779,21.241952416581043,50,20,1
9.980267284282716,18.097197090354893,50,20,1
10.0,17.864847353021133,50,20,1
9.980267284282716,21.916108290286346,50,20,1
9.921147013144777,17.737739295764836,50,20,2
9.822872507286887,18.18222377115524,50,20,2
9.68583161128631,20.163620129061986,50,20,1
9.510565162951535,21.128909031907888,50,20,1
9.297764858882513,18.672769716536042,50,20,1
9.048270524660195,22.368218606602255,50,20,2
8.763066800438635,21.97460728196512,50,20,1
8.44327925502015,19.067452895180278,50,20,2
8.090169943749475,19.4674809990083,50,20,2
7.705132427757892,19.788283140077507,50,20,1
7.289686274214116,17.846675930005166,50,20,1
6.845471059286885,18.567707788241293,50,20,1
6.374239897486895,22.48063346450609,50,20,1
5.877852522924733,18.062370833098086,50,-30,2
5.358267949789966,20.546827628419813,50,20,2
4.817536741017152,21.306580251606004,50,20,2
4.257792915650725,21.144416694040665,50,20,2
3.681245526846777,18.610712933870616,50,20,2
3.090169943749471,18.62511008586385,50,20,1
2.486898871648548,20.70872258481494,50,20,2
1.8738131458572456,18.18843859314842,50,20,1
1.2533323356430408,20.152745414196506,50,20,2
0.6279051952931314,22.403938197082116,50,20,2
-3.216245299353273e-15,22.483004809213117,50,20,1
-0.6279051952931334,21.29608426550042,50,20,2
-1.253332335643043,17.889871940581155,50,20,1
-1.8738131458572478,19.572822383640357,50,20,2
-2.4868988716485503,18.6018941819874,50,20,2
-3.090169943749477,21.526284945358203,50,20,1
-3.6812455268467836,20.651422828965156,50,20,2
-4.257792915650727,19.20825565765119,50,20,1
-4.817536741017154,19.241984840802942,50,20,1
-5.358267949789967,17.554578331794858,50,20,1
-5.877852522924734,22.28430880239937,50,-30,2
-6.3742398974869,20.116505690736197,50,20,1
-6.845471059286887,19.608197310526375,50,20,2
-7.289686274214116,21.51967008873651,50,20,1
-7.705132427757894,21.287662311924198,50,20,2
-8.090169943749473,20.57059756795587,50,20,2
-8.443279255020153,21.304841679878095,50,20,1
-8.763066800438637,18.94708697818362,50,20,2
-9.048270524660198,17.932320435918086,50,20,1
-9.297764858882514,20.246475576911884,50,20,2
-9.510565162951535,19.51417256794124,50,20,1
-9.685831611286313,18.004948775733407,50,20,1
-9.822872507286887,20.355669036507155,50,20,2
-9.921147013144779,20.807628102198652,50,20,2
-9.980267284282716,18.83445159669549,50,20,2
-10.0,19.757104171820373,50,20,2
-9.980267284282716,18.739094718048506,50,20,2
-9.921147013144779,18.309149408909377,50,20,1
-9.822872507286887,17.594715357330912,50,20,1
-9.68583161128631,18.993817017453413,50,20,1
-9.510565162951536,20.15511293002898,50,-30,2
-9.297764858882513,19.15416508712338,50,20,2
