Y1,Y2,Y3,Y4,Y5
100,10000,10000,10000,10000
#ff4,#f40,#4af,#080,yellow
0,2,0,0,0
,A,,,
{},{},{},{},"{""0"": ""disable"", ""1"": ""enable"", ""2"": ""rsvd""}"
0.0,18.473459576803595,50,-30,1
0.6279051952931337,18.24543501815989,50,20,2
1.2533323356430426,18.989983093794287,50,20,1
1.8738131458572462,19.166877531347172,50,20,1
2.486898871648548,20.494941717376136,50,20,1
3.090169943749474,21.649126425531314,50,20,1
3.6812455268467796,22.34730468901406,50,20,1
4.257792915650727,22.21994599515638,50,20,2
4.817536741017153,18.164451033750705,50,20,2
5.358267949789966,18.91690540540418,50,20,1
5.877852522924732,18.585188393187693,50,20,1
6.3742398974868975,21.012341948869615,50,20,1
6.845471059286887,19.933067824618213,50,20,2
7.289686274214116,19.205665111422395,50,20,1
7.705132427757892,19.290012017969648,50,20,2
8.090169943749475,21.93705831773963,50,20,2
8.443279255020151,18.86581197698061,50,20,2
8.763066800438637,17.99123415027397,50,20,1
9.048270524660197,21.59971214483096,50,20,2
9.297764858882514,19.69086493233187,50,20,1
9.510565162951535,21.356552457977145,50,-30,2
9.68583161128631,18.857097409620874,50,20,2
9.822872507286887,20.05014147616946,50,20,1
9.921147013144779,19.10499505348228,50,20,2
9.980267284282716,17.72621605714756,50,20,1
10.0,19.47762575954222,50,20,2
9.980267284282716,20.42567695635895,50,20,1
9.921147013144777,21.110322380689936,50,20,2
9.822872507286887,21.306396760459254,50,20,2
9.68583161128631,21.675091524954155,50,20,2
9.510565162951535,19.193879975000673,50,20,2
9.297764858882513,18.894870732590007,50,20,2
9.048270524660195,20.371746041639796,50,20,2
8.763066800438635,19.732915899036197,50,20,1
8.44327925502015,19.27964957142974,50,20,2
8.090169943749475,19.45425084256465,50,20,2
7.705132427757892,20.5482140841078,50,20,1
7.289686274214116,21.4315374076404,50,20,2
6.845471059286885,22.45052937922753,50,20,2
6.374239897486895,22.024687387929198,50,20,1
5.877852522924733,21.095685045355854,50,-30,1
5.358267949789966,22.008697273202436,50,20,2
4.817536741017152,17.62732435712272,50,20,1
4.257792915650725,18.29476560913232,50,20,1
3.681245526846777,19.338138609609747,50,20,1
3.090169943749471,19.641830624326694,50,20,1
2.486898871648548,20.78168479179293,50,20,2
1.8738131458572456,22.001948562660672,50,20,1
1.2533323356430408,18.869016064873513,50,20,2
0.6279051952931314,22.44024132970879,50,20,1
-3.216245299353273e-15,19.901621437478145,50,20,1
-0.6279051952931334,18.427463365203142,50,20,2
-1.253332335643043,18.794138750093428,50,20,1
-1.8738131458572478,19.428830501054282,50,20,2
-2.4868988716485503,19.62297809119708,50,20,2
-3.090169943749477,18.33273697079066,50,20,1
-3.6812455268467836,22.177543456713625,50,20,2
-4.257792915650727,19.111149820221556,50,20,2
-4.817536741017154,17.999594578616158,50,20,2
-5.358267949789967,21.382403208265,50,20,1
-5.877852522924734,18.474147262438525,50,-30,2
-6.3742398974869,20.348130552207557,50,20,2
-6.845471059286887,18.562036388411926,50,20,2
-7.289686274214116,19.421218223317148,50,20,1
-7.705132427757894,19.100649926518557,50,20,1
-8.090169943749473,19.270322664297055,50,20,1
-8.443279255020153,20.330741056177466,50,20,1
-8.763066800438637,21.69328538695288,50,20,2
-9.048270524660198,18.99893682483715,50,20,1
-9.297764858882514,22.046142916411828,50,20,2
-9.510565162951535,21.36550362396713,50,20,1
-9.685831611286313,22.431093519338518,50,20,1
-9.822872507286887,19.36622117963822,50,20,2
-9.921147013144779,17.58232922431652,50,20,2
-9.980267284282716,18.581064654921644,50,20,2
-10.0,20.95997387389854,50,20,1
-9.980267284282716,19.1836460201103,50,20,1
-9.921147013144779,19.456290418489544,50,20,1
-9.822872507286887,21.564963111255345,50,20,1
-9.68583161128631,17.695795899171266,50,20,2
-9.510565162951536,19.976306043454528,50,-30,2
-9.297764858882513,18.35006596431311,50,20,1
