Y1,Y2,Y3,Y4,Y5
100,10000,10000,10000,10000
#ff4,#f40,#4af,#080,yellow
0,2,0,0,0
,A,,,
{},{},{},{},"{""0"": ""disable"", ""1"": ""enable"", ""2"": ""rsvd""}"
0.0,18.419220706392647,50,-30,1
0.6279051952931337,19.646304257198448,50,20,2
1.2533323356430426,19.971770128353985,50,20,2
1.8738131458572462,20.50576121041786,50,20,2
2.486898871648548,20.504671619154987,50,20,1
3.090169943749474,20.36668919717058,50,20,2
3.6812455268467796,21.536983873502486,50,20,2
4.257792915650727,18.64466947953353,50,20,1
4.817536741017153,19.018777691424336,50,20,1
5.358267949789966,21.912372137422267,50,20,1
5.877852522924732,22.479450221897523,50,20,2
6.3742398974868975,18.314739248712876,50,20,2
6.845471059286887,19.393638543646777,50,20,1
7.289686274214116,19.152984452498792,50,20,1
7.705132427757892,19.940482942612412,50,20,2
8.090169943749475,18.638829345590693,50,20,2
8.443279255020151,21.203881975612557,50,20,2
8.763066800438637,18.780517577055544,50,20,1
9.048270524660197,18.76147608957082,50,20,1
9.297764858882514,19.09587862935474,50,20,2
9.510565162951535,19.39133231074576,50,-30,1
9.68583161128631,20.95525417657355,50,20,1
9.822872507286887,20.09311823409266,50,20,2
9.921147013144779,22.015909110060363,50,20,1
9.980267284282716,21.851463245132607,50,20,2
10.0,19.852276675457638,50,20,1
9.980267284282716,21.429075418098375,50,20,1
9.921147013144777,18.511752592176027,50,20,2
9.822872507286887,20.553648636206653,50,20,1
9.68583161128631,19.88897128702787,50,20,2
9.510565162951535,18.713631174906357,50,20,2
9.297764858882513,18.826750325958102,50,20,2
9.048270524660195,19.297190352020493,50,20,1
8.763066800438635,21.501641076437142,50,20,2
8.44327925502015,20.065418742252533,50,20,2
8.090169943749475,17.526957736602437,50,20,2
7.705132427757892,18.138161476912597,50,20,1
7.289686274214116,19.72327507052393,50,20,1
6.845471059286885,20.135496635278646,50,20,1
6.374239897486895,22.491370608893686,50,20,1
5.877852522924733,21.151383335556996,50,-30,1
5.358267949789966,18.424396801130626,50,20,2
4.817536741017152,18.993818541306933,50,20,2
4.257792915650725,18.40572662339962,50,20,1
3.681245526846777,20.700210967073478,50,20,2
3.090169943749471,18.430182708519315,50,20,2
2.486898871648548,19.364313158229713,50,20,2
1.8738131458572456,20.773879302597233,50,20,1
1.2533323356430408,21.66277268914839,50,20,1
0.6279051952931314,18.963634549638204,50,20,1
-3.216245299353273e-15,20.194824004187115,50,20,1
-0.6279051952931334,19.068599048863675,50,20,1
-1.253332335643043,21.71808822761145,50,20,2
-1.8738131458572478,18.55231968627727,50,20,1
-2.4868988716485503,20.195958744966244,50,20,1
-3.090169943749477,22.03068312494669,50,20,1
-3.6812455268467836,18.840585925690778,50,20,1
-4.257792915650727,18.30021863007516,50,20,1
-4.817536741017154,20.46401202249697,50,20,2
-5.358267949789967,21.620246657044586,50,20,2
-5.877852522924734,20.485710065601744,50,-30,1
-6.3742398974869,20.08558229582308,50,20,2
-6.845471059286887,22.379123146028316,50,20,2
-7.289686274214116,19.228788446294427,50,20,1
-7.705132427757894,18.503399866328365,50,20,2
-8.090169943749473,18.188506534238723,50,20,1
-8.443279255020153,18.499672972033284,50,20,1
-8.763066800438637,18.61334810438334,50,20,1
-9.048270524660198,18.003548675978216,50,20,1
-9.297764858882514,20.117581134924404,50,20,2
-9.510565162951535,20.55453478935225,50,20,1
-9.685831611286313,22.032806271162105,50,20,1
-9.822872507286887,20.813013059482905,50,20,1
-9.921147013144779,21.767562088550783,50,20,2
-9.980267284282716,18.88854167981012,50,20,2
-10.0,19.133602984594578,50,20,2
-9.980267284282716,19.501380712411066,50,20,2
-9.921147013144779,21.44230024271295,50,20,1
-9.822872507286887,20.956659430583535,50,20,1
-9.68583161128631,20.532537911928383,50,20,1
-9.510565162951536,18.408665032533516,50,-30,1
-9.297764858882513,18.95387784680337,50,20,2
